Chromosome	Position(bp)	Rate(cM/Mb)	Map(cM)
chr2	46383143	0.961961671185	51.2624836132
chr2	46384139	0.899466405017	51.263441727
chr2	46390801	0.860320264161	51.2694339722
chr2	46401975	0.860320264158	51.2790471909
chr2	46402068	0.878092697642	51.2791272007
chr2	46402498	0.955457247015	51.2795047805
chr2	46403570	0.955457247012	51.2805290307
chr2	46403836	0.955457247009	51.2807831823
chr2	46403888	0.958095582337	51.2808328661
chr2	46404844	0.958095582334	51.2817488055
chr2	46404899	0.958095582332	51.2818015007
chr2	46404986	1.00808981903	51.281884855
chr2	46405234	1.00808981903	51.2821348613
chr2	46405325	1.11447862393	51.2822265975
chr2	46405527	1.11447862393	51.2824517222
chr2	46410142	1.01117423287	51.287595041
chr2	46410513	1.00580995427	51.2879701867
chr2	46412287	0.983472285519	51.2897544935
chr2	46417008	0.932569216732	51.2943974662
chr2	46417645	0.905982354884	51.2949915128
chr2	46429277	0.84921892845	51.3055298995
chr2	46429825	0.839320679304	51.3059952715
chr2	46430849	0.837324306533	51.3068547359
chr2	46431556	0.836928456159	51.3074467241
chr2	46433797	0.820090174408	51.3093222808
chr2	46433798	0.818922944281	51.3093231009
chr2	46433799	0.816548879007	51.3093239198
chr2	46433836	0.81173722376	51.3093541321
chr2	46433995	0.805087648082	51.3094831984
chr2	46434309	0.778737505218	51.3097359959
chr2	46434586	0.715716242348	51.3099517062
chr2	46437480	0.670658372929	51.312022989
chr2	46439953	0.664715906624	51.3136815271
chr2	46451879	0.664715906621	51.321608929
chr2	46452165	0.698508015741	51.3217990378
chr2	46452172	0.698508015739	51.3218039273
chr2	46452849	0.698508015736	51.3222768173
chr2	46453079	0.698719449816	51.3224374741
chr2	46453188	0.698719449814	51.3225136345
chr2	46453516	0.698719449811	51.3227428145
chr2	46453846	0.716709200289	51.3229733919
chr2	46453988	0.759039973398	51.3230751646
chr2	46453997	0.759039973395	51.323081996
chr2	46454927	0.759039973392	51.3237879032
chr2	46455180	0.808035923503	51.3239799403
chr2	46455218	0.815651697806	51.3240106456
chr2	46455228	0.815651697803	51.3240188022
chr2	46455289	0.8156516978	51.3240685569
chr2	46455315	0.874484970011	51.3240897639
chr2	46455504	0.874484970008	51.3242550415
chr2	46456339	0.874484970005	51.3249852365
chr2	46456485	0.877567155774	51.3251129113
chr2	46456581	0.922140775138	51.3251971577
chr2	46456678	0.97004473413	51.3252866054
chr2	46456815	1.31782273033	51.3254195015
chr2	46457656	1.31782273032	51.3265277904
chr2	46459061	1.31782273032	51.3283793314
chr2	46459103	1.37490644727	51.3284346799
chr2	46459422	1.37490644727	51.3288732751
chr2	46459553	1.37490644726	51.3290533878
chr2	46459628	1.42432291204	51.3291565058
chr2	46459997	1.42432291204	51.329682081
chr2	46461619	1.21379415508	51.3319923327
chr2	46461793	1.20057617784	51.3322035329
chr2	46462504	1.19268754333	51.3330571426
chr2	46462867	1.18675442898	51.3334900881
chr2	46463177	1.10148347538	51.333857982
chr2	46464818	1.10148347537	51.3356655164
chr2	46464958	1.1621041652	51.3358197241
chr2	46465211	1.16210416519	51.3361137364
chr2	46466099	1.16210416519	51.3371456849
chr2	46466230	1.8022209871	51.3372979206
chr2	46466530	1.80222098709	51.3378385869
chr2	46469824	1.80222098708	51.3437751028
chr2	46469827	2.56283201612	51.3437805095
chr2	46469940	2.56283201611	51.3440701095
chr2	46470994	1.25360038808	51.3467713344
chr2	46471170	1.2472196336	51.3469919681
chr2	46472987	0.938021141351	51.3492581662
chr2	46479106	0.938021141348	51.3549979175
chr2	46479298	1.00170193589	51.3551780176
chr2	46479732	1.00170193589	51.3556127562
chr2	46479837	1.00341893832	51.3557179349
chr2	46479928	1.14482423981	51.3558092461
chr2	46480388	1.14482423981	51.3563358652
chr2	46481060	1.14482423981	51.3571051871
chr2	46481140	1.18359121257	51.357196773
chr2	46481373	1.18359121256	51.3574725498
chr2	46481580	1.18359121256	51.3577175532
chr2	46481624	1.19331385823	51.3577696312
chr2	46481796	1.19331385822	51.3579748812
chr2	46481823	1.19331385822	51.3580071007
chr2	46481830	1.70873419275	51.3580154538
chr2	46482047	1.70873419274	51.3583862492
chr2	46482230	1.70873419274	51.3586989475
chr2	46482253	11.1369732503	51.3587382484
chr2	46482633	11.1369732502	51.3629702982
chr2	46483039	6.42475764314	51.3674919094
chr2	46483225	4.13825401809	51.3686869143
chr2	46484055	2.11055173052	51.3721216651
chr2	46486018	1.45449898629	51.3762646782
chr2	46486182	1.4242071232	51.376503216
chr2	46487143	1.10828223926	51.3778718791
chr2	46487999	0.976065092451	51.3788205687
chr2	46488185	0.968084057007	51.3790021168
chr2	46489042	0.843089665363	51.3798317648
chr2	46489053	0.841708282752	51.3798410388
chr2	46489061	0.839626420875	51.3798477725
chr2	46490800	0.839626420871	51.3813078828
chr2	46490815	0.84388719621	51.3813204772
chr2	46490848	0.867687029285	51.3813483255
chr2	46490897	0.867687029282	51.3813908421
chr2	46490916	0.867687029278	51.3814073282
chr2	46490932	0.911720335181	51.3814212112
chr2	46491080	0.911720335178	51.3815561458
chr2	46496537	0.911720335174	51.3865314037
chr2	46496737	1.03948782293	51.3867137477
chr2	46497783	1.03948782292	51.387801052
chr2	46502214	1.01451311029	51.3924070225
chr2	46504961	1.00480448693	51.3951938901
chr2	46506576	0.891603954675	51.3968166493
chr2	46507847	0.8913463106	51.3979498779
chr2	46508423	0.884225910638	51.3984632934
chr2	46510145	0.835378820595	51.3999859304
chr2	46523654	0.813855319931	51.4112710629
chr2	46523933	0.805997469178	51.4114981285
chr2	46529301	0.77941802086	51.415824723
chr2	46530135	0.777822053969	51.4164747576
chr2	46540448	0.777822053966	51.4244964364
chr2	46541144	0.814735484767	51.4250378006
chr2	46541175	0.896778312924	51.4250630574
chr2	46542306	0.89677831292	51.4260773137
chr2	46542407	0.896778312916	51.4261678883
chr2	46542448	0.905790164434	51.4262046562
chr2	46543337	0.90579016443	51.4270099036
chr2	46543779	0.905790164426	51.4274102629
chr2	46543808	1.09899601771	51.4274365308
chr2	46544686	1.0989960177	51.4284014493
chr2	46546315	1.0989960177	51.4301917138
chr2	46546350	1.11022257502	51.4302301787
chr2	46546882	1.11022257501	51.4308208171
chr2	46547127	1.11022257501	51.4310928216
chr2	46547140	1.30249684237	51.4311072545
chr2	46547493	1.30249684236	51.4315670359
chr2	46548063	1.30249684235	51.4323094591
chr2	46548108	1.39680147967	51.4323680715
chr2	46548349	1.39680147966	51.4327047006
chr2	46552046	1.10019749202	51.4378686757
chr2	46552362	1.05341538845	51.4382163381
chr2	46553859	0.927442081103	51.4397933009
chr2	46553965	0.917098384865	51.4398916098
chr2	46554532	0.899245832289	51.4404116046
chr2	46559470	0.899245832285	51.4448520805
chr2	46559775	0.901689442083	51.4451263505
chr2	46560083	0.901689442079	51.4454040708
chr2	46560089	0.901689442074	51.445409481
chr2	46560179	0.90372551843	51.445490633
chr2	46560285	0.960503851826	51.4455864279
chr2	46560551	0.960503851822	51.4458419219
chr2	46561201	0.960503851818	51.4464662494
chr2	46561308	0.966672921036	51.4465690233
chr2	46561815	0.966672921032	51.4470591265
chr2	46562061	0.966672921027	51.4472969281
chr2	46562065	0.979439401011	51.4473007947
chr2	46562490	0.979439401006	51.4477170565
chr2	46576171	0.948788383539	51.4611167669
chr2	46576487	0.916449651585	51.4614165841
chr2	46578912	0.830797480273	51.4636389745
chr2	46579272	0.816980957766	51.4639380616
chr2	46579347	0.805215594563	51.4639993351
chr2	46579408	0.792129703229	51.4640484533
chr2	46579880	0.738746784356	51.4644223385
chr2	46587096	0.738746784352	51.4697531353
chr2	46588392	0.764880144022	51.4707105511
chr2	46588421	0.764880144018	51.4707327327
chr2	46588487	0.764880144015	51.4707832148
chr2	46589027	0.793703457353	51.47119625
chr2	46589031	0.793703457346	51.4711994248
chr2	46589165	0.813250197931	51.4713057811
chr2	46589178	0.818287876484	51.4713163534
chr2	46589208	0.818287876476	51.471340902
chr2	46589210	0.834669011089	51.4713425386
chr2	46589294	0.838498241185	51.4714126508
chr2	46589322	0.951644650068	51.4714361287
chr2	46589486	0.969406259062	51.4715921984
chr2	46590152	0.969406259058	51.472237823
chr2	46597295	0.893314355785	51.4791622919
chr2	46597488	0.85361099539	51.4793347016
chr2	46597580	0.843176201494	51.4794132338
chr2	46597755	0.835591335594	51.4795607896
chr2	46597826	0.826733977739	51.4796201166
chr2	46597869	0.816363020292	51.4796556662
chr2	46597977	0.814963190765	51.4797438334
chr2	46598232	0.770446960832	51.479951649
chr2	46598582	0.742959513046	51.4802213054
chr2	46599488	0.674688056384	51.4808944268
chr2	46608678	0.674688056381	51.48709481
chr2	46609956	0.711390143287	51.4879570613
chr2	46609965	0.711390143283	51.4879634638
chr2	46619600	0.681798744681	51.4948177079
chr2	46628632	0.681798744678	51.5009757141
chr2	46629298	0.76427587315	51.5014297921
chr2	46629337	0.764275873142	51.5014595989
chr2	46629523	0.769256343916	51.5016017542
chr2	46629529	0.769256343912	51.5016063697
chr2	46629726	0.769256343908	51.5017579132
chr2	46630313	0.80606531608	51.5022094667
chr2	46630373	0.819127773271	51.5022578306
chr2	46630394	0.832590830312	51.5022750323
chr2	46630433	0.8620939459	51.5023075033
chr2	46630495	0.868968034868	51.5023609532
chr2	46630567	1.01181974675	51.5024235188
chr2	46630761	1.01181974673	51.5026198119
chr2	46630860	1.1646944949	51.502719982
chr2	46631417	1.1646944949	51.5033687169
chr2	46636785	1.14379593289	51.5096207969
chr2	46639566	0.997907016956	51.5128016934
chr2	46640906	0.862336658547	51.5141388888
chr2	46641047	0.85821828418	51.5142604783
chr2	46641245	0.827861497424	51.5144304055
chr2	46641464	0.816387749694	51.5146117072
chr2	46641626	0.776577943984	51.514743962
chr2	46641954	0.760015655946	51.5149986795
chr2	46642248	0.714875744218	51.5152221242
chr2	46642536	0.711459648319	51.5154280084
chr2	46651679	0.711459648315	51.5219328839
chr2	46652125	0.726164536781	51.5222501949
chr2	46652144	0.726164536777	51.5222639921
chr2	46653013	0.726164536773	51.522895029
chr2	46653544	0.741119825881	51.5232806224
chr2	46653681	0.741119825877	51.5233821558
chr2	46654143	0.741119825872	51.5237245532
chr2	46654400	0.804158501348	51.523915021
chr2	46654483	0.838999626897	51.5239817661
chr2	46654650	0.838999626887	51.5241218791
chr2	46654685	0.84695968466	51.5241512441
chr2	46654882	0.846959684656	51.5243180951
chr2	46654954	0.846959684651	51.5243790762
chr2	46654965	0.873828485845	51.5243883928
chr2	46655091	0.87382848584	51.5244984952
chr2	46655244	0.873828485835	51.5246321909
chr2	46655259	0.965794033305	51.5246452983
chr2	46655475	0.9657940333	51.5248539099
chr2	46660444	0.828833625219	51.5296529404
chr2	46660451	0.633635489563	51.5296587422
chr2	46660751	0.633409753627	51.5298488329
chr2	46672530	0.518659095764	51.5373097664
chr2	46674933	0.505815191968	51.5385561042
chr2	46675664	0.49130337465	51.5389258551
chr2	46681412	0.491303374647	51.5417498669
chr2	46681717	0.577325313654	51.5418997144
chr2	46681906	0.595195033286	51.5420088289
chr2	46681954	0.595195033282	51.5420373983
chr2	46683682	0.595195033279	51.5430658953
chr2	46684397	0.624261559085	51.5434914597
chr2	46684425	0.624261559081	51.5435089391
chr2	46702822	0.593034734367	51.554993479
chr2	46703089	0.571408991584	51.5551518192
chr2	46703346	0.519996759309	51.5552986713
chr2	46708541	0.519996759306	51.5580000545
chr2	46708944	0.531992868963	51.5582096132
chr2	46709380	0.649802703746	51.5584415621
chr2	46709570	0.6826141476	51.5585650246
chr2	46709606	0.682614147596	51.5585895987
chr2	46709685	0.682614147592	51.5586435252
chr2	46710130	0.75888779593	51.5589472885
chr2	46710207	0.760416324093	51.5590057229
chr2	46710269	0.760416324089	51.5590528687
chr2	46718763	0.760416324084	51.565511845
chr2	46718956	0.763359359113	51.5656586053
chr2	46718988	0.763359359109	51.5656830328
chr2	46719255	0.763359359104	51.5658868498
chr2	46719482	0.777034817257	51.5660601323
chr2	46719542	0.777034817252	51.5661067544
chr2	46733782	0.753122825291	51.5771717302
chr2	46734651	0.69885507857	51.577826194
chr2	46734828	0.65370079855	51.5779498913
chr2	46745451	0.653700798546	51.5848941549
chr2	46746255	0.676147010489	51.5854197303
chr2	46746304	0.676147010485	51.5854528615
chr2	46747139	0.676147010481	51.5860174443
chr2	46747866	0.75671346888	51.5865090032
chr2	46747978	0.756713468875	51.5865937551
chr2	46748065	0.75671346887	51.5866595891
chr2	46748263	0.768534132749	51.5868094184
chr2	46748394	0.814805896476	51.5869100964
chr2	46748403	0.816177956688	51.5869174296
chr2	46748482	0.816593358423	51.5869819077
chr2	46748515	0.817034450291	51.5870088553
chr2	46748573	0.818344115429	51.5870562433
chr2	46748976	0.818344115424	51.5873860359
chr2	46756915	0.816486890093	51.5938828699
chr2	46756942	0.734895058995	51.593904915
chr2	46766641	0.73489505899	51.6010326622
chr2	46767335	0.769223784912	51.6015426794
chr2	46767503	0.76924791772	51.601671909
chr2	46767691	0.770254346041	51.6018165276
chr2	46767878	0.770254346031	51.6019605651
chr2	46768362	0.773945572299	51.6023333682
chr2	46768542	0.816314753137	51.6024726784
chr2	46768558	0.82293939628	51.6024857395
chr2	46768649	0.822939396274	51.602560627
chr2	46781897	0.813505461843	51.6134629281
chr2	46781947	0.785764485226	51.6135036034
chr2	46782188	0.723191063186	51.6136929726
chr2	46797620	0.723191063182	51.6248532571
chr2	46798004	0.730372915475	51.6251309625
chr2	46798252	0.73037291547	51.6253120949
chr2	46819429	0.724226114969	51.6407792022
chr2	46820049	0.721696995105	51.6412282224
chr2	46821083	0.704536765132	51.6419744571
chr2	46821742	0.626496502367	51.6424387468
chr2	46844246	0.244521581586	51.6565374241
chr2	46852032	0.230950670935	51.6584412691
chr2	46868324	0.230950670935	51.6622039174
chr2	46868480	0.410851226712	51.6622399457
chr2	46868681	0.445121135009	51.6623225268
chr2	46868777	0.445121135008	51.6623652585
chr2	46868797	0.58191476347	51.6623741609
chr2	46869720	1.24479521003	51.6629112682
chr2	46869917	1.24479521003	51.6631564929
chr2	46885920	1.21214600081	51.6830769506
chr2	46886564	1.05372087282	51.6838575726
chr2	46892527	0.710205480296	51.6901409102
chr2	46892611	0.232565288787	51.6902005675
chr2	46898697	0.215033767678	51.6916159598
chr2	46908811	0.215033767678	51.6937908113
chr2	46909316	0.915508843178	51.6938994034
chr2	46909373	1.03187113602	51.6939515874
chr2	46909533	1.12893028166	51.6941166868
chr2	46909808	1.18013708649	51.6944271426
chr2	46909816	2.45270910745	51.6944365837
chr2	46910063	2.45270910745	51.6950424029
chr2	46913725	0.971521676863	51.7040242236
chr2	46921856	0.442668880982	51.7119236664
chr2	46921969	0.366322664638	51.7119736879
chr2	46966552	0.366322664638	51.7283054513
chr2	46966829	0.44555109696	51.7284069227
chr2	46967117	0.44555109696	51.7285352414
chr2	46986415	0.445551096959	51.7371334865
chr2	46986715	0.581958240831	51.7372671518
chr2	46987138	0.58195824083	51.7375133201
chr2	47001271	0.58195824083	51.745738136
chr2	47001366	1.68012414034	51.745793422
chr2	47001519	1.68012414034	51.746050481
chr2	47004948	1.15378739159	51.7518116267
chr2	47009644	0.969026969982	51.7572298122
chr2	47009787	0.798518582333	51.7573683831
chr2	47011922	0.746225410195	51.7590732203
chr2	47015191	0.54520226207	51.7615126311
chr2	47020554	0.54520226207	51.7644365509
chr2	47020924	0.588262232396	51.7646382757
chr2	47020955	0.588262232396	51.7646565118
chr2	47021995	0.588262232395	51.7652683046
chr2	47022162	0.891449509775	51.7653665444
chr2	47022256	0.891449509775	51.7654503406
chr2	47025490	0.891449509775	51.7683332883
chr2	47025633	1.05015494818	51.7684607656
chr2	47025671	1.77519798692	51.7685006715
chr2	47025726	1.77519798692	51.7685983074
chr2	47037684	1.77519798692	51.7898261249
chr2	47037752	1.94893084658	51.7899468384
chr2	47037879	1.94893084658	51.7901943526
chr2	47041684	1.9270731249	51.7976100345
chr2	47042872	1.67594995991	51.7998993973
chr2	47043414	1.16488914156	51.8008077622
chr2	47043416	0.86983175891	51.800810092
chr2	47051499	0.86983175891	51.8078409421
chr2	47051550	1.75872349241	51.8078853035
chr2	47051633	1.75872349241	51.8080312776
chr2	47053178	1.75872349241	51.8107485054
chr2	47053371	4.19315448841	51.811087939
chr2	47054080	12.1866479312	51.8140608855
chr2	47054081	18.9150971904	51.8140730722
chr2	47054283	18.9150971904	51.8178939218
chr2	47056687	5.13886269895	51.8633658155
chr2	47056848	4.19730677204	51.8641931723
chr2	47057230	1.89532862297	51.8657965435
chr2	47067539	1.48941648153	51.8853354863
chr2	47067900	1.28197757886	51.8858731657
chr2	47075111	1.28197757886	51.895117506
chr2	47075392	3.28515908597	51.8954777417
chr2	47075653	3.39661905529	51.8963351682
chr2	47075696	3.39661905529	51.8964812228
chr2	47078318	1.65763522377	51.905387158
chr2	47078319	0.63299544311	51.9053888156
chr2	47095073	0.63299544311	51.9159940213
chr2	47095204	0.751102178863	51.9160769437
chr2	47095287	0.813838033889	51.9161392852
chr2	47095356	2.77518348179	51.91619544
chr2	47095478	2.77518348179	51.9165340124
chr2	47098544	2.77518348179	51.9250427249
chr2	47098967	7.45909107638	51.9262166275
chr2	47099034	7.45909107638	51.9267163866
chr2	47102654	1.15055547236	51.9537182963
chr2	47103153	1.11948210792	51.9542924235
chr2	47116043	1.11948210792	51.9687225479
chr2	47116416	1.13927475547	51.9691401147
chr2	47116460	1.13927475547	51.9691902428
chr2	47126987	0.770995024601	51.9811833882
chr2	47128602	0.512552002811	51.9824285451
chr2	47128953	0.345772316241	51.9826084509
chr2	47133329	0.255721906467	51.9841215505
chr2	47133680	0.20031860255	51.9842113089
chr2	47133687	0.191576587428	51.9842127111
chr2	47156152	0.191576587428	51.9885164792
chr2	47156375	0.179716097305	51.9885592008
chr2	47156454	0.179716097305	51.9885733983
chr2	47157917	0.179716097305	51.988836323
chr2	47157972	0.15877392679	51.9888462074
chr2	47157974	0.1586477483	51.9888465249
chr2	47158047	0.158647748301	51.9888581062
chr2	47171321	0.168454215125	51.9909639964
chr2	47171439	0.877676445371	51.990983874
chr2	47176263	0.929365164369	51.9952177852
chr2	47180022	1.36990313863	51.9987112688
chr2	47180028	2.14476889627	51.9987194883
chr2	47180431	2.28889084626	51.9995838301
chr2	47180589	2.49078884335	51.9999454749
chr2	47180608	4.21917678717	51.9999927999
chr2	47183471	4.21917678717	52.012072303
chr2	47183649	3.2901282103	52.0128233165
chr2	47184207	3.2901282103	52.014659208
chr2	47184446	1.48323721191	52.0154455487
chr2	47184489	0.207190417803	52.0155093279
chr2	47184809	0.207190417803	52.0155756288
chr2	47191960	0.270280682523	52.0170572475
chr2	47198638	0.372098516712	52.0188621819
chr2	47198643	0.398962636795	52.0188640424
chr2	47198923	0.478886087063	52.0189757519
chr2	47199045	0.614069466255	52.019034176
chr2	47209167	1.4986461324	52.0252497871
chr2	47214956	1.4986461324	52.0339254496
chr2	47215191	0.672953732573	52.0342776314
chr2	47215218	0.672953732573	52.0342958012
chr2	47215229	0.672953732573	52.0343032037
chr2	47215247	0.359102839683	52.0343153168
chr2	47215661	0.359102839683	52.0344639854
chr2	47223636	0.404517178481	52.0373278306
chr2	47224926	0.851913795605	52.0378496577
chr2	47227145	1.2433770584	52.0397400544
chr2	47227276	1.59530080822	52.0399029368
chr2	47231603	1.59530080822	52.0468058034
chr2	47231673	1.25732051182	52.0469174745
chr2	47231684	1.25661906186	52.046931305
chr2	47231911	1.25661906186	52.0472165575
chr2	47232199	1.25661906186	52.0475784638
chr2	47232246	1.17477360642	52.0476375249
chr2	47232290	1.11844439096	52.047689215
chr2	47232494	1.0567331598	52.0479173776
chr2	47232526	1.0567331598	52.0479511931
chr2	47239781	1.160571098	52.0556177922
chr2	47239785	2.30452510305	52.0556224344
chr2	47243187	2.30452510305	52.0634624288
chr2	47243311	2.16903855964	52.06374819
chr2	47243342	2.16903855964	52.0638154301
chr2	47245945	4.62240801437	52.0694614375
chr2	47249830	5.16070799736	52.0874194927
chr2	47249831	7.62804319711	52.0874246534
chr2	47251468	7.62804319711	52.0999117601
chr2	47251509	1.90160920652	52.1002245098
chr2	47251514	1.90160920652	52.1002340179
chr2	47251554	1.90160920652	52.1003100823
chr2	47251633	1.21852462554	52.1004603094
chr2	47251697	1.13006593596	52.100538295
chr2	47251724	1.13006593596	52.1005688067
chr2	47258527	1.13006593596	52.1082566453
chr2	47259466	0.85587072243	52.1093177772
chr2	47259496	0.85587072243	52.1093434533
chr2	47268697	1.472340071	52.1172183199
chr2	47272902	1.75821630719	52.1234095099
chr2	47286763	1.7582163072	52.1477801461
chr2	47286856	0.72675867139	52.1479436602
chr2	47287157	0.726758671391	52.1481624146
chr2	47304992	2.79778353068	52.1611241555
chr2	47310102	5.23648284479	52.1754208293
chr2	47315123	7.27571944983	52.2017132097
chr2	47315191	17.403321763	52.2022079586
chr2	47315955	17.4089495433	52.2155040964
chr2	47319253	17.4089495433	52.272918812
chr2	47319319	11.4150531619	52.2740678027
chr2	47319363	6.02975912604	52.274570065
chr2	47319501	0.763275165965	52.2754021718
chr2	47320078	0.763275165966	52.2758425816
chr2	47322669	2.42781041464	52.2778202275
chr2	47323610	10.0094221948	52.2801047971
chr2	47325927	10.0094221948	52.3032966283
chr2	47325972	7.07751598533	52.3037470523
chr2	47326065	7.07751598533	52.3044052613
chr2	47326216	7.07751598534	52.3054739662
chr2	47326255	1.01793333825	52.3057499894
chr2	47326375	1.01793333825	52.3058721414
chr2	47328238	1.01793333825	52.3077685512
chr2	47328305	0.770615384937	52.3078367527
chr2	47328327	0.770615384937	52.3078537062
chr2	47328334	0.770615384938	52.3078591006
chr2	47328368	0.545361719751	52.3078853015
chr2	47328421	0.545361719752	52.3079142056
chr2	47329331	0.545361719752	52.3084104848
chr2	47329338	0.450694993788	52.3084143023
chr2	47329347	0.450694993788	52.3084183586
chr2	47332419	0.464973813941	52.3098028936
chr2	47339898	0.464973813941	52.3132804328
chr2	47340370	0.225606527551	52.3134999004
chr2	47340424	0.207763063906	52.3135120832
chr2	47340889	0.207763063906	52.313608693
chr2	47350089	0.265547103092	52.3155201132
chr2	47350095	0.334236947233	52.3155217065
chr2	47375840	1.0688211822	52.3241266367
chr2	47379393	1.0688211822	52.3279241583
chr2	47379473	0.630847016096	52.328009664
chr2	47379528	0.630847016097	52.3280443606
chr2	47381244	0.630847016097	52.3291268941
chr2	47381676	0.476530921834	52.32939942
chr2	47382213	0.476530921834	52.3296553171
chr2	47399974	0.602480267225	52.3381189828
chr2	47413835	0.602480267225	52.3464699618
chr2	47414000	0.552914676582	52.346569371
chr2	47414046	0.552914676582	52.3465948051
chr2	47426009	0.758706995218	52.3532093234
chr2	47429058	0.813600929279	52.355522621
chr2	47430575	1.0214266022	52.3567568536
chr2	47436783	1.0214266022	52.36309787
chr2	47437223	0.675429777541	52.3635472977
chr2	47437331	0.675429777541	52.3636202441
chr2	47451192	0.829776219187	52.3729823762
chr2	47451313	0.83676706574	52.3730827792
chr2	47451981	0.837555903123	52.3736417396
chr2	47460211	27.2730869964	52.3805348246
chr2	47461589	27.2730869964	52.4181171385
chr2	47461698	16.6348186867	52.421089905
chr2	47461913	3.43417279145	52.424666391
chr2	47461954	3.43398447396	52.4248071921
chr2	47462073	3.43398447397	52.4252158363
chr2	47465106	15.0753103072	52.4356311112
chr2	47468455	15.0753103072	52.4861183254
chr2	47468820	11.8168469116	52.4916208137
chr2	47468954	2.87379737853	52.4932042711
chr2	47469274	1.98480035535	52.4941238863
chr2	47469275	0.880972480405	52.4941258711
chr2	47469356	0.880972480405	52.4941972299
chr2	47476659	1.3034848367	52.5006309719
chr2	47476749	2.48213886526	52.5007482855
chr2	47477441	2.54300873962	52.5024659256
chr2	47477577	3.0358818448	52.5028117748
chr2	47477583	4.23110311693	52.5028299901
chr2	47479171	4.23110311693	52.5095489819
chr2	47479265	3.1511329875	52.5099467056
chr2	47479313	3.1511329875	52.5100979599
chr2	47479949	3.1511329875	52.5121020805
chr2	47480106	0.722364378521	52.5125968084
chr2	47480132	0.714030288212	52.5126155899
chr2	47480213	0.714030288212	52.5126734263
chr2	47486656	0.714030288212	52.5172739235
chr2	47486688	0.831365221879	52.5172967724
chr2	47487638	0.831365221879	52.5180865694
chr2	47490360	0.831365221879	52.5203495455
chr2	47490404	1.71300519195	52.5203861256
chr2	47490741	1.71300519195	52.5209634084
chr2	47490861	1.78073648308	52.521168969
chr2	47490909	2.7659071678	52.5212544443
chr2	47490974	2.75552040231	52.5214342283
chr2	47494709	2.31700386472	52.531726097
chr2	47494798	1.35333757143	52.5319323103
chr2	47494878	1.26732142463	52.5320405773
chr2	47498130	0.703671115233	52.5361619066
chr2	47498139	0.455367569333	52.5361682397
chr2	47502756	0.358784726319	52.5382706717
chr2	47515512	0.358784726319	52.5428473297
chr2	47515622	0.491886111781	52.542886796
chr2	47515790	2.23328654804	52.5429694329
chr2	47515949	2.23328654804	52.5433245254
chr2	47519339	2.23328654804	52.5508953668
chr2	47519672	6.35883419293	52.5516390513
chr2	47519765	6.36154483694	52.5522304228
chr2	47519792	6.36154483694	52.5524021845
chr2	47519897	6.39653868458	52.5530701468
chr2	47519898	6.39960911426	52.5530765433
chr2	47520034	6.39960911426	52.5539468901
chr2	47522010	5.22315461027	52.5665925177
chr2	47522016	0.473976584829	52.5666238567
chr2	47522486	0.263194810923	52.5668466257
chr2	47529746	0.263194810923	52.56875742
chr2	47529959	0.734057968447	52.5688134805
chr2	47530073	0.734057968447	52.5688971631
chr2	47530115	1.38189820656	52.5689279935
chr2	47530258	1.38189820656	52.569125605
chr2	47535730	1.36697774317	52.576687352
chr2	47547085	1.36697774317	52.5922093842
chr2	47547225	1.39395197717	52.5924007611
chr2	47547254	1.39527348672	52.5924411857
chr2	47547485	1.41152444861	52.5927634939
chr2	47548428	1.79736473661	52.5940945615
chr2	47549287	12.5498505536	52.5956384978
chr2	47549303	12.9562394316	52.5958392954
chr2	47549756	12.9562394316	52.6017084718
chr2	47552705	0.647493773028	52.6399164219
chr2	47569796	0.647493773028	52.650982738
chr2	47570020	2.01239193787	52.6511277766
chr2	47570049	2.15310782096	52.651186136
chr2	47570058	2.15310782096	52.6512055139
chr2	47570147	14.7940583997	52.6513971405
chr2	47570532	14.7940583997	52.657092853
chr2	47572835	0.969203991617	52.6911635695
chr2	47573289	0.968867600777	52.6916035881
chr2	47574067	0.938493927597	52.6923573671
chr2	47599801	0.720417087916	52.7165085699
chr2	47599840	0.560273691982	52.7165366661
chr2	47601256	0.547791399399	52.7173300137
chr2	47623097	0.547791399399	52.7292943256
chr2	47623153	0.524283768606	52.7293250019
chr2	47623154	0.500695956982	52.7293255262
chr2	47623536	0.500695956982	52.7295167921
chr2	47640503	0.500695956982	52.7380121004
chr2	47640652	0.427972889016	52.7380867041
chr2	47640764	0.427972889016	52.738134637
chr2	47642349	0.427972889017	52.7388129741
chr2	47642622	0.398277878292	52.7389298107
chr2	47642774	0.398277878292	52.7389903489
chr2	47642822	0.375301942748	52.7390094662
chr2	47643095	0.375301942748	52.7391119237
chr2	47655465	0.375301942748	52.7437544087
chr2	47655791	0.34996502383	52.7438767571
chr2	47655838	0.34996502383	52.7438932055
chr2	47672454	0.363371570038	52.7497082243
chr2	47672461	0.363553536513	52.7497107679
chr2	47672474	0.392662764897	52.7497154941
chr2	47683822	0.392662764898	52.7541714312
chr2	47683857	0.390671103886	52.7541851744
chr2	47683884	0.390671103886	52.7541957225
chr2	47683975	0.382489724451	52.7542312736
chr2	47683996	0.382489724451	52.7542393059
chr2	47684042	0.36552613969	52.7542569004
chr2	47684047	0.316653920265	52.754258728
chr2	47684235	0.316653920265	52.754318259
chr2	47721173	0.421672461012	52.7660148215
chr2	47739047	0.498929829052	52.773551795
chr2	47739052	0.501808459144	52.7735542897
